county,year,binary_congress,journos,stories,binary_2014,pop,perc_aian,perc_asian,perc_black,perc_other,perc_white,#_hispanic,median_age,perc_hispanic,perc_hs,perc_bach,per_cap_income,binary_treated,binary_post_treat,voter_part,comments,don_number,don_sum,don_uni,notes
Cleveland,2011,0,790,306,0,97706,0.33570098,0.85255767,20.803226,1.43594047,76.5725749,2872,40.7916074,2.93943054,82.26,16.49,30179,0,0,15.353351,1,657,72057.31,219,
Cleveland,2012,1,790,348,0,97523,0.3527373,0.86236067,20.7807389,1.51348913,76.490674,2937,41.0952891,3.01159726,82.26,16.49,31444,0,0,68.4035808,0,851,73471.87,283,
Cleveland,2013,0,930,327,0,97246,0.37225182,0.87407194,20.7576661,1.59183925,76.4041709,2999,41.3568658,3.08393147,82.26,16.49,31419,0,0,14.4817618,3,736,59386.09,197,
Cleveland,2014,1,1100,403,0,97646,0.38916085,0.88380476,20.7351044,1.66929521,76.3226348,3073,41.5405405,3.14708232,82.26,16.49,32787,0,0,45.3666398,1,870,71663.81,265,
Cleveland,2015,0,1120,215,1,97755,0.4071403,0.89509488,20.711984,1.74722521,76.2385556,3140,41.595521,3.21211191,84.22,17.57,34153,0,0,15.8262572,3,792,60270.17,276,
Cleveland,2016,1,1090,157,1,98069,0.42521082,0.90548491,20.6884948,1.8242258,76.1565836,3211,41.648248,3.27422529,84.22,17.57,34666,0,0,70.3026502,1,965,59780.77,303,
Cleveland,2017,0,1070,104,1,98393,0.44312095,0.91469922,20.6661043,1.90257437,76.0735012,3282,41.7148956,3.33560314,84.22,17.57,36155,0,1,14.7062976,0,1031,75193.79,335,
Cleveland,2018,1,920,161,1,99140,0.46096429,0.92596328,20.6445431,1.98002824,75.9885011,3366,41.7743446,3.39519871,84.22,17.57,37363,0,1,51.8441518,0,1260,150423,481,
Granville,2011,0,790,306,0,57730,0.89728044,0.68421964,32.8719903,1.56071367,63.985796,4628,40.282516,8.01662914,82,17.67,31290,0,0,6.93826148,0,389,15433.72,74,
Granville,2012,1,790,348,0,57686,0.92396769,0.70207676,32.71331,1.61564331,64.0450023,4781,40.7424072,8.28797282,82,17.67,32152,0,0,71.824091,1,513,34003.26,183,
Granville,2013,0,930,327,0,57564,0.95024668,0.72267389,32.5620179,1.66770899,64.0973525,4919,41.200453,8.54527135,82,17.67,32527,0,0,8.47295226,0,408,33059.42,105,
Granville,2014,1,1100,403,0,57819,0.97545789,0.73851156,32.4149501,1.71915806,64.1519224,5085,41.5745891,8.79468687,82,17.67,33375,0,0,44.7827852,0,571,64772.62,241,
Granville,2015,0,1120,215,1,58226,0.99955346,0.75567616,32.2742418,1.76725174,64.2032769,5262,41.8877806,9.03719988,84.33,22.51,34419,0,1,7.41054295,12,399,20444.44,111,
Granville,2016,1,1090,157,1,59048,1.02289663,0.77225308,32.1365669,1.81547216,64.2528113,5474,42.1493268,9.27042406,84.33,22.51,35841,0,1,72.2120034,15,464,22351.2,114,
Granville,2017,0,1070,104,1,60112,1.04638009,0.78852808,32.0052569,1.86152515,64.2983098,5706,42.4441833,9.49228108,84.33,22.51,36974,0,1,7.65532642,13,636,39209.44,163,
Granville,2018,1,920,161,1,60700,1.06754531,0.80230643,31.878089,1.90609555,64.3459638,5893,42.7310012,9.70840198,84.33,22.51,38189,0,1,53.7538532,3,677,57741.74,232,
Rockingham,2011,0,790,306,0,93276,0.50924139,0.6089455,19.0295467,1.65744672,78.1948197,5587,42.664848,5.98975085,79.25,13.13,30778,0,0,3.86638702,7,641,48925.66,247,
Rockingham,2012,1,790,348,0,92800,0.52693966,0.63146552,19.0096983,1.75431035,78.0775862,5781,42.9616541,6.22952586,79.25,13.13,32156,0,0,69.2802838,2,910,125625.83,436,
Rockingham,2013,0,930,327,0,92210,0.54657846,0.65611105,18.9870947,1.85012472,77.9600911,5961,43.2558846,6.46459169,79.25,13.13,31953,0,0,7.63907552,8,852,70004.89,247,
Rockingham,2014,1,1100,403,0,92441,0.5646845,0.67935224,18.9623652,1.94610617,77.8474919,6194,43.5,6.70049004,79.25,13.13,33362,0,0,47.8374792,8,1137,130268.59,386,
Rockingham,2015,0,1120,215,1,92055,0.58226061,0.70175439,18.9375917,2.04334365,77.7350497,6386,43.7519716,6.93715713,82.67,15.07,34147,0,1,5.35452618,15,902,79199.04,253,
Rockingham,2016,1,1090,157,1,91936,0.6015054,0.7255047,18.9120693,2.13735642,77.6235642,6589,43.9582971,7.16694222,82.67,15.07,34834,0,1,70.0293168,3,1009,100050.74,292,
Rockingham,2017,0,1070,104,1,91447,0.61893775,0.74797424,18.8852559,2.23298741,77.5148447,6765,43.9455627,7.39772765,82.67,15.07,36099,0,1,6.82782304,0,922,80877.3,299,
